5 6 72
3 4 72
3 16 72
17 18 72
4 16 72
9 10 72
3 4 73
3 16 73
17 19 73
13 14 73
18 19 73
5 6 73
4 16 73
9 10 73
1 10 74
1 2 74
12 14 74
12 13 74
3 4 74
3 16 74
13 14 74
18 19 74
5 6 74
6 7 74
5 7 74
9 10 74
0 15 75
1 9 75
12 13 75
3 4 75
3 16 75
17 19 75
5 6 75
6 7 75
4 16 75
5 7 75
9 10 75
1 15 76
1 10 76
0 1 76
1 2 76
12 13 76
0 10 76
0 9 76
0 2 76
3 4 76
3 16 76
2 9 76
5 6 76
4 16 76
20 21 77
20 22 77
5 6 77
1 10 77
0 1 77
1 2 77
21 22 77
3 4 77
17 18 77
17 19 77
4 16 77
21 23 78
22 23 78
20 23 78
20 21 78
20 22 78
21 22 78
3 4 78
17 18 78
17 19 78
5 6 78
6 7 78
5 7 78
9 10 78
21 23 79
20 23 79
20 22 79
21 22 79
3 4 79
3 16 79
17 18 79
17 19 79
5 6 79
6 7 79
5 7 79
20 21 80
20 22 80
6 7 80
1 2 80
21 22 80
3 4 80
17 18 80
21 23 81
20 22 81
6 7 81
1 2 81
21 22 81
3 4 81
3 16 81
17 18 81
17 19 81
18 19 81
4 16 81
5 7 81
9 10 81
22 23 82
20 22 82
5 6 82
0 1 82
1 2 82
17 19 82
18 19 82
4 16 82
5 7 82
9 10 82
21 23 83
22 23 83
20 23 83
20 22 83
6 8 83
5 6 83
0 1 83
1 2 83
21 22 83
3 4 83
15 16 83
7 8 83
9 10 83
9 13 83
5 8 83
10 13 83
21 23 84
22 23 84
20 23 84
20 21 84
20 22 84
0 1 84
1 2 84
21 22 84
3 4 84
13 16 84
7 8 84
5 8 84
10 13 84
21 23 85
20 23 85
20 21 85
1 2 85
0 1 85
3 4 85
5 6 85
4 16 85
13 16 85
5 7 85
9 13 85
22 23 86
20 22 86
6 14 86
5 6 86
12 13 86
3 4 86
3 13 86
3 16 86
5 14 86
4 16 86
21 23 87
0 1 87
3 4 87
3 16 87
7 14 87
6 7 87
5 8 87
4 16 87
13 16 87
5 7 87
21 23 88
22 23 88
20 23 88
20 22 88
0 1 88
3 4 88
3 16 88
17 18 88
4 16 88
7 10 88
5 10 88
20 21 89
20 22 89
21 22 89
3 4 89
5 6 89
6 7 89
7 8 89
4 16 89
7 10 89
5 10 89
21 23 90
20 22 90
6 7 90
1 2 90
21 22 90
3 7 90
4 13 90
4 16 90
13 16 90
5 7 90
9 10 90
21 23 91
3 6 91
12 16 91
3 21 91
3 4 91
3 16 91
2 9 91
9 10 91
22 23 92
20 22 92
3 20 92
3 6 92
0 1 92
21 22 92
3 8 92
3 7 92
2 10 92
2 9 92
4 16 92
16 21 92
7 8 92
9 10 92
16 20 93
0 1 93
1 2 93
2 9 93
2 16 93
6 8 93
4 16 93
9 10 93
21 23 94
22 23 94
1 2 94
12 13 94
24 25 94
21 22 94
3 21 94
4 16 94
9 10 94
20 21 95
20 22 95
3 20 95
21 22 95
3 21 95
2 10 95
6 9 95
5 6 95
4 16 95
21 23 96
9 15 96
3 15 96
0 1 96
3 9 96
3 4 96
3 16 96
4 16 96
4 9 96
10 13 96
20 21 97
20 22 97
12 13 97
21 22 97
3 10 97
3 4 97
9 13 97
10 13 97
20 22 98
6 21 98
5 6 98
24 25 98
0 15 98
21 22 98
3 10 98
3 16 98
4 16 98
13 16 98
4 9 98
4 13 98
21 23 99
6 21 99
5 6 99
12 13 99
24 25 99
3 4 99
3 16 99
4 16 99
9 10 99
9 11 99
10 11 99
21 23 100
20 21 100
20 22 100
12 13 100
3 4 100
3 16 100
6 21 100
5 6 100
4 16 100
9 10 100
21 23 101
1 2 101
12 13 101
0 22 101
3 16 101
17 18 101
5 6 101
4 16 101
9 10 101
21 23 102
20 23 102
0 23 102
20 21 102
20 22 102
0 20 102
5 6 102
1 2 102
24 25 102
21 22 102
17 18 102
9 10 102
12 13 103
24 25 103
0 2 103
21 22 103
3 4 103
3 16 103
4 16 103
9 10 103
0 2 104
21 22 104
3 16 104
13 25 104
9 10 104
21 23 105
20 21 105
12 13 105
21 22 105
5 6 105
4 16 105
21 23 106
20 21 106
1 6 106
12 13 106
21 22 106
3 13 106
3 16 106
17 18 106
17 19 106
9 10 106
20 23 107
20 22 107
20 21 107
0 2 107
4 16 107
9 10 107
21 23 108
5 6 108
1 5 108
24 25 108
0 2 108
3 4 108
4 16 108
9 10 108
20 22 109
5 6 109
1 5 109
12 13 109
11 24 109
3 16 109
17 18 109
17 19 109
4 16 109
9 10 109
5 6 110
1 2 110
12 13 110
3 16 110
17 18 110
17 19 110
2 8 110
4 16 110
9 10 110
21 23 111
5 6 111
1 2 111
12 13 111
0 2 111
21 22 111
3 16 111
15 19 111
9 10 111
21 23 112
5 6 112
1 2 112
0 1 112
12 13 112
0 2 112
21 22 112
3 4 112
4 16 112
9 10 112
21 23 113
0 1 113
1 2 113
12 13 113
0 2 113
22 25 113
17 19 113
5 6 113
4 16 113
9 10 113
21 23 114
15 16 114
0 1 114
12 13 114
24 25 114
0 2 114
5 6 114
9 10 114
20 21 115
20 22 115
5 6 115
0 1 115
1 2 115
17 18 115
17 19 115
15 16 115
9 10 115
20 23 116
20 22 116
15 16 116
0 1 116
1 2 116
12 13 116
24 25 116
0 2 116
3 4 116
3 16 116
5 6 116
4 16 116
20 21 117
5 6 117
0 1 117
1 2 117
0 2 117
21 22 117
3 16 117
12 13 117
20 23 118
20 21 118
20 22 118
5 6 118
1 6 118
2 6 118
1 2 118
0 1 118
1 3 118
12 13 118
24 25 118
0 2 118
21 22 118
3 16 118
2 5 118
4 26 118
9 10 118
21 23 119
22 23 119
0 1 119
12 13 119
24 25 119
3 16 119
9 10 119
22 23 120
0 1 120
12 13 120
24 25 120
21 22 120
3 16 120
15 26 120
22 23 121
0 1 121
12 13 121
24 25 121
3 4 121
3 16 121
17 18 121
19 26 121
0 1 122
12 13 122
24 25 122
21 22 122
3 16 122
17 18 122
18 19 122
5 6 122
21 23 123
0 1 123
12 13 123
24 25 123
19 22 123
3 16 123
17 18 123
17 19 123
19 21 123
9 10 123
21 23 124
20 21 124
20 22 124
0 1 124
24 25 124
21 22 124
3 16 124
18 19 124
9 10 124
21 23 125
20 21 125
20 22 125
24 25 125
21 22 125
3 4 125
3 16 125
17 18 125
17 19 125
5 6 125
21 23 126
20 21 126
20 22 126
5 6 126
21 22 126
3 16 126
17 19 126
22 23 127
20 23 127
20 22 127
24 25 127
21 22 127
3 16 127
18 19 127
4 16 127
21 23 128
20 23 128
20 22 128
21 22 128
3 4 128
3 16 128
27 28 128
20 21 129
20 22 129
5 6 129
21 22 129
22 27 129
3 16 129
17 18 129
17 19 129
21 28 129
27 28 129
27 28 130
21 23 130
22 23 130
23 27 130
5 6 130
12 13 130
21 22 130
29 30 130
3 4 130
3 16 130
17 18 130
21 27 130
4 16 130
30 31 131
29 31 131
21 23 131
12 13 131
20 22 131
21 22 131
29 30 131
3 4 131
3 16 131
6 8 131
27 28 131
4 16 131
21 28 131
30 31 132
21 23 132
22 23 132
12 13 132
20 22 132
27 28 132
21 22 132
29 30 132
3 4 132
3 16 132
3 28 132
6 8 132
5 6 132
16 21 132
5 8 132
30 31 133
29 31 133
22 23 133
16 23 133
20 21 133
6 8 133
5 6 133
12 13 133
16 22 133
29 30 133
27 28 133
5 8 133
24 31 134
25 31 134
5 6 134
24 30 134
24 25 134
29 30 134
27 28 134
5 8 134
21 23 135
4 23 135
16 23 135
20 23 135
20 21 135
4 20 135
16 20 135
24 30 135
29 30 135
17 18 135
4 21 135
4 16 135
27 28 135
16 21 135
21 23 136
16 23 136
12 13 136
29 30 136
27 28 136
17 18 136
16 21 136
5 6 137
29 30 137
17 18 137
8 26 137
27 28 137
27 28 138
12 13 138
29 30 138
17 18 138
5 6 138
8 26 138
27 28 139
6 8 139
5 6 139
29 30 139
17 18 139
8 26 139
27 28 140
12 13 140
29 30 140
6 8 140
6 26 140
5 6 140
8 26 140
5 26 140
9 10 140
5 8 140
27 28 141
6 8 141
5 6 141
29 30 141
12 13 141
9 10 141
5 8 141
6 8 142
6 26 142
5 6 142
29 30 142
17 18 142
8 26 142
5 26 142
5 8 142
29 30 143
6 8 143
6 26 143
5 6 143
8 26 143
5 26 143
27 28 143
27 28 144
0 1 144
29 30 144
6 8 144
9 10 144
0 1 145
29 30 145
5 6 145
9 27 145
27 28 145
9 10 145
27 28 146
0 1 146
29 30 146
9 10 146
5 6 147
0 1 147
27 28 147
9 10 147
10 28 147
27 31 148
12 13 148
1 2 148
0 1 148
5 6 148
27 28 148
27 28 149
0 1 149
29 30 149
9 10 149
26 31 150
5 6 150
29 30 150
2 26 150
27 28 150
9 10 150
12 13 151
29 30 151
27 28 151
9 10 151
27 28 152
9 15 152
1 15 152
2 15 152
1 2 152
12 13 152
0 2 152
29 30 152
5 6 152
27 28 153
5 6 153
0 9 153
0 2 153
17 18 153
2 10 153
2 15 153
10 15 153
9 15 153
9 10 153
12 13 154
27 28 154
5 6 154
17 18 154
2 15 154
12 13 155
17 18 155
32 33 155
5 6 155
27 28 155
12 13 156
27 28 156
32 33 156
5 6 156
17 18 157
17 19 157
27 28 157
32 33 157
5 6 157
29 30 158
32 33 158
34 35 158
17 18 158
27 28 158
12 13 159
27 28 159
32 33 159
18 30 159
18 19 159
5 6 159
19 30 159
29 30 159
29 30 160
27 28 160
12 13 160
32 33 160
5 6 160
17 18 160
18 19 160
17 19 160
12 13 161
27 28 161
32 33 161
29 30 161
5 6 161
27 30 162
27 29 162
27 28 162
12 13 162
32 33 162
5 6 162
29 30 162
28 30 162
12 13 163
27 28 163
32 33 163
12 13 164
32 33 164
31 33 164
28 31 164
27 28 165
32 33 165
27 28 166
31 33 166
27 33 167
27 28 167
12 13 167
28 33 167
12 13 168
8 33 168
27 33 168
27 28 168
27 28 169
32 33 169
32 33 170
27 28 170
32 33 171
32 36 171
27 28 171
27 28 172
32 33 172
6 35 172
12 13 173
27 28 173
32 33 173
29 30 173
12 13 174
32 33 174
5 6 174
27 28 174
5 27 175
27 28 175
32 33 175
33 36 175
27 28 176
32 33 176
5 28 176
30 36 177
27 28 177
32 33 177
31 32 177
31 33 177
27 28 178
32 33 178
30 36 178
29 36 178
29 30 179
27 28 179
32 33 179
5 6 179
27 28 180
32 33 180
5 6 180
29 30 180
29 30 181
12 13 181
32 33 181
6 27 181
27 28 181
37 38 182
12 13 182
27 28 182
32 33 182
29 30 182
27 28 183
12 13 183
37 38 183
37 38 184
12 13 184
32 33 184
29 30 184
27 28 184
37 38 185
12 13 185
32 33 185
30 39 185
29 30 185
27 28 185
33 38 186
38 39 186
37 38 186
33 37 186
26 37 186
27 28 186
26 33 186
33 39 186
29 30 186
12 13 187
37 38 187
38 39 187
32 33 187
29 30 187
27 28 187
27 28 188
32 33 188
29 30 188
12 13 188
37 38 189
27 28 189
12 13 189
29 30 189
27 28 190
12 13 190
40 41 190
29 30 190
40 41 191
12 13 191
29 30 191
27 28 191
40 41 192
12 13 192
27 28 192
29 30 192
29 30 193
27 28 193
12 13 193
37 38 194
12 13 194
29 30 194
27 28 194
29 30 195
27 28 195
12 13 195
5 6 195
12 13 196
29 30 196
27 28 196
12 13 197
30 41 197
27 28 197
34 35 197
29 30 197
29 30 198
40 41 198
27 28 198
12 13 199
29 30 199
5 6 199
40 41 199
27 28 199
12 13 200
27 28 200
29 30 200
5 6 200
34 35 201
29 30 201
27 28 201
27 28 202
12 13 202
5 6 202
29 30 203
12 13 203
29 41 203
27 28 203
39 41 204
40 41 204
12 13 204
37 38 205
40 41 205
5 6 205
27 28 205
37 38 206
12 13 206
27 28 206
27 28 207
12 13 207
37 38 207
5 6 207
37 38 208
27 28 208
37 38 209
40 41 209
35 41 209
27 28 209
40 41 210
27 28 210
37 38 210
37 38 211
27 28 211
34 35 211
12 13 212
27 28 212
37 38 212
30 41 213
12 13 213
37 38 213
30 34 213
37 38 214
30 34 214
12 13 214
37 38 215
12 13 215
27 28 215
37 38 216
27 28 216
37 38 217
27 28 217
37 38 218
30 34 218
27 28 218
12 13 219
27 28 219
37 38 219
5 6 219
37 38 220
27 28 220
40 41 221
37 38 221
5 6 221
37 38 222
5 6 222
42 43 222
5 6 223
42 43 223
5 6 224
42 43 224
37 38 225
42 43 225
37 38 226
30 34 226
42 43 226
42 43 227
37 38 228
42 43 228
37 38 230
38 41 230
30 34 230
42 43 230
12 13 231
42 43 231
12 13 232
38 43 232
42 43 232
37 42 233
38 42 233
42 43 233
37 38 234
40 41 234
42 43 234
30 37 235
37 38 235
38 42 235
42 43 235
37 38 236
42 43 236
12 13 237
37 38 237
42 43 237
30 37 238
37 38 238
12 13 238
42 43 238
13 37 239
37 39 239
12 37 239
37 38 239
12 13 239
12 39 239
12 38 239
38 39 239
13 38 239
42 43 239
13 39 239
37 39 240
37 38 240
12 37 240
13 37 240
12 13 240
12 39 240
12 38 240
13 38 240
38 39 240
42 43 240
13 39 240
42 43 241
44 45 242
42 43 242
44 45 243
42 43 243
44 45 244
42 43 244
44 45 245
42 43 245
42 43 246
44 45 247
42 43 247
44 45 248
42 43 248
44 45 249
42 43 249
42 43 250
44 45 251
42 43 251
30 34 252
44 45 253
44 45 254
42 43 254
30 34 255
40 41 256
42 43 256
44 45 257
42 43 257
44 45 258
42 43 258
30 34 259
44 45 259
42 43 259
40 41 260
30 34 260
42 43 260
40 41 261
30 34 261
42 43 263
41 43 263
41 46 264
40 41 264
42 43 264
44 45 265
44 45 266
44 45 267
30 34 267
42 43 267
42 43 268
47 48 269
30 42 269
30 43 269
47 48 270
42 43 270
30 34 271
42 43 271
30 34 272
42 43 272
30 34 273
42 43 273
44 45 277
30 34 280
30 34 281
30 34 282
46 48 282
47 48 284
49 50 286
47 48 286
49 50 287
47 48 287
49 50 288
47 48 288
44 45 288
49 50 289
44 45 289
49 50 290
44 45 290
49 50 291
44 45 291
49 50 292
47 48 292
44 45 292
47 48 293
44 45 293
49 50 294
49 50 295
47 48 295
51 52 295
44 45 295
51 52 296
44 45 296
41 49 297
49 50 297
44 45 297
47 48 298
44 45 298
51 52 299
44 45 299
47 48 300
44 45 300
26 41 301
47 48 301
44 45 301
40 41 301
47 48 302
44 45 302
40 41 302
49 50 303
44 45 303
26 44 304
49 50 304
47 48 304
44 45 304
49 50 305
26 51 305
44 45 305
49 50 306
44 45 306
49 50 307
44 45 307
40 41 307
49 50 308
44 45 308
49 50 309
44 45 309
47 48 310
44 45 310
49 50 311
30 34 311
44 45 311
49 50 312
51 52 312
44 45 312
49 50 313
44 45 313
44 45 314
44 45 315
44 45 316
47 48 317
30 34 317
44 45 317
47 48 318
44 45 318
30 34 319
44 45 319
44 45 320
40 41 320
51 52 321
44 45 321
44 45 322
44 45 323
44 45 324
44 45 325
44 45 326
44 45 327
44 45 328
40 41 328
26 51 329
44 45 329
51 52 330
47 48 330
44 45 330
40 41 330
51 52 331
44 45 333
40 41 333
44 45 334
44 45 335
44 45 336
53 54 336
53 55 337
54 55 337
44 45 337
40 41 337
53 55 338
47 48 338
44 45 338
53 54 338
53 55 339
54 55 339
53 54 339
53 55 340
54 55 340
44 45 341
40 41 341
53 55 342
47 48 342
44 45 342
40 41 342
53 55 343
47 48 343
44 45 343
44 45 344
53 54 344
53 55 345
44 45 345
53 54 345
53 55 346
44 45 346
53 54 346
40 41 346
53 55 347
40 41 347
53 55 348
53 54 348
53 55 349
54 55 349
44 45 349
53 54 349
53 55 350
47 48 350
44 45 350
53 54 350
53 55 351
47 48 351
44 45 351
53 54 351
40 41 351
53 55 352
53 54 352
53 55 353
44 45 353
53 54 353
40 41 353
53 55 354
54 55 354
44 45 354
53 54 354
40 41 354
53 55 355
54 55 355
44 45 355
53 54 355
40 41 355
53 55 356
40 41 356
40 41 357
53 55 358
54 55 358
47 48 358
44 45 358
40 41 358
53 55 359
44 45 359
53 54 359
40 41 359
53 55 360
44 45 360
53 54 360
48 56 360
53 55 361
47 48 361
44 45 361
53 54 361
40 41 361
53 55 362
47 48 362
44 45 362
53 54 362
47 48 363
44 45 363
53 54 363
44 45 364
40 41 364
44 45 365
53 54 365
40 41 365
53 55 366
44 45 366
53 54 366
53 55 367
44 45 367
53 54 367
40 41 367
53 55 368
44 45 368
53 54 368
40 41 368
53 55 369
54 55 369
53 54 369
53 55 370
54 55 370
44 45 370
53 54 370
40 41 370
53 55 371
44 45 371
53 54 371
40 41 371
44 45 372
53 54 372
40 41 372
53 55 373
44 45 373
53 54 373
53 55 374
47 48 374
44 45 374
53 54 374
40 41 374
53 55 375
47 48 375
44 45 375
53 54 375
53 55 376
54 55 376
41 57 376
44 45 376
53 54 376
40 41 376
53 55 377
44 45 377
53 54 377
40 41 377
53 55 378
54 55 378
53 57 378
44 45 378
53 54 378
53 55 379
44 45 379
53 54 379
53 55 380
44 45 380
53 54 380
53 55 381
44 45 381
53 54 381
53 55 382
54 55 382
44 45 382
53 54 382
58 59 383
58 60 383
53 55 383
44 45 383
53 54 383
59 60 383
58 61 384
58 59 384
58 60 384
53 55 384
54 55 384
44 45 384
53 54 384
59 61 384
60 61 384
59 60 384
53 55 385
53 54 385
59 61 385
58 60 386
58 59 386
58 62 386
53 55 386
59 62 386
53 54 386
44 45 386
60 61 386
63 64 387
63 65 387
58 60 387
53 55 387
44 55 387
53 54 387
44 45 387
59 61 387
47 53 388
58 60 388
59 61 388
44 45 388
53 55 388
48 53 388
53 54 388
54 55 388
58 65 388
45 47 389
59 61 389
59 63 389
61 66 389
63 66 389
53 54 389
53 55 389
63 65 389
63 67 389
54 55 389
58 68 389
58 65 389
58 67 389
65 67 389
65 68 389
45 47 390
47 48 390
59 61 390
59 67 390
69 70 390
62 64 390
53 54 390
63 68 390
63 65 390
63 67 390
54 55 390
58 68 390
58 65 390
58 71 390
65 67 390
65 68 390
60 66 391
62 64 391
53 55 391
44 45 391
69 70 391
70 71 391
59 64 391
59 61 391
61 64 391
69 72 391
69 71 391
54 55 391
58 65 391
71 72 391
73 74 392
73 75 392
60 66 392
64 66 392
69 70 392
61 64 392
62 64 392
44 45 392
58 70 392
53 55 392
74 75 392
54 55 392
74 75 393
60 72 393
60 68 393
60 62 393
60 66 393
59 61 393
62 66 393
62 72 393
69 70 393
70 71 393
53 54 393
63 68 393
63 65 393
63 67 393
58 65 393
58 71 393
67 68 393
65 68 393
73 76 394
60 62 394
60 66 394
66 72 394
62 66 394
75 77 394
62 64 394
62 72 394
53 54 394
53 55 394
59 61 394
74 78 394
74 75 394
63 65 394
63 67 394
58 71 394
68 71 394
65 67 394
68 72 394
75 78 394
47 48 395
73 76 395
70 73 395
59 61 395
74 77 395
45 77 395
77 78 395
62 64 395
62 67 395
70 76 395
69 70 395
53 55 395
53 54 395
58 63 395
74 78 395
69 75 395
58 65 395
72 76 395
65 71 395
65 67 395
45 78 395
47 48 396
60 75 396
45 60 396
74 77 396
62 67 396
53 55 396
53 54 396
59 61 396
63 65 396
74 78 396
54 55 396
47 48 397
66 79 397
60 75 397
66 69 397
66 71 397
66 67 397
74 77 397
77 78 397
62 67 397
53 55 397
53 54 397
59 61 397
74 78 397
47 48 398
47 62 398
74 75 398
75 78 398
75 77 398
63 75 398
66 71 398
66 67 398
74 77 398
77 78 398
62 67 398
53 54 398
53 55 398
59 61 398
63 65 398
65 74 398
74 78 398
68 69 398
54 55 398
65 78 398
68 70 399
59 61 399
66 67 399
66 71 399
62 64 399
40 78 399
67 71 399
47 48 400
47 67 400
62 79 400
60 71 400
65 66 400
63 66 400
66 67 400
77 78 400
62 64 400
62 71 400
53 54 400
53 55 400
70 72 400
69 70 400
68 70 400
59 61 400
63 67 400
63 65 400
74 75 400
68 69 400
67 80 400
54 55 400
68 72 400
72 75 400
72 78 400
68 75 400
47 48 401
47 63 401
60 71 401
65 66 401
63 66 401
66 67 401
72 77 401
77 78 401
53 54 401
53 55 401
68 70 401
59 61 401
63 65 401
63 67 401
74 78 401
73 80 401
65 67 401
72 78 401
47 48 402
72 75 402
65 66 402
63 66 402
74 77 402
77 78 402
59 61 402
70 71 402
53 55 402
53 54 402
63 65 402
74 78 402
73 80 402
30 34 403
75 80 403
74 77 403
77 78 403
63 77 403
70 71 403
74 78 403
71 73 403
47 48 404
60 63 404
59 72 404
59 66 404
59 71 404
66 72 404
66 71 404
77 78 404
62 64 404
62 78 404
58 61 404
61 75 404
63 68 404
74 78 404
73 76 405
60 65 405
60 63 405
74 77 405
77 78 405
75 77 405
68 70 405
53 54 405
58 63 405
63 65 405
72 74 405
68 76 405
58 71 405
71 72 405
71 75 405
47 48 406
66 79 406
73 76 406
66 71 406
74 77 406
72 77 406
77 78 406
70 76 406
70 75 406
53 55 406
72 74 406
75 76 406
58 71 406
47 48 407
59 79 407
66 79 407
68 75 407
75 77 407
59 64 407
59 63 407
59 66 407
66 67 407
63 66 407
68 69 407
72 77 407
77 78 407
53 55 407
53 54 407
68 70 407
70 73 407
61 65 407
63 72 407
63 67 407
73 76 407
58 71 407
67 72 407
72 78 407
47 48 408
65 73 408
72 77 408
63 77 408
69 70 408
59 67 408
59 63 408
53 54 408
53 55 408
63 67 408
68 69 408
58 71 408
58 75 408
68 75 408
64 79 409
75 78 409
75 77 409
59 66 409
62 66 409
68 77 409
62 65 409
62 67 409
63 68 409
68 74 409
67 74 409
71 76 409
54 55 409
58 71 409
65 67 409
71 79 410
65 75 410
59 66 410
62 69 410
77 78 410
62 65 410
53 54 410
53 55 410
68 70 410
61 71 410
63 65 410
63 67 410
71 76 410
73 76 410
65 67 410
73 76 411
58 73 411
58 66 411
59 66 411
74 77 411
77 78 411
53 55 411
68 70 411
59 61 411
63 65 411
63 67 411
58 76 411
65 67 411
72 75 411
66 79 412
70 73 412
59 61 412
59 66 412
58 69 412
69 70 412
68 69 412
77 78 412
62 65 412
62 67 412
53 81 412
58 70 412
63 65 412
63 67 412
54 81 412
72 75 412
71 79 413
58 73 413
73 76 413
59 61 413
59 67 413
65 66 413
69 70 413
62 69 413
77 78 413
61 67 413
61 65 413
61 63 413
68 70 413
53 54 413
53 55 413
63 65 413
68 79 414
65 79 414
62 79 414
73 76 414
77 78 414
53 54 414
53 55 414
63 66 414
74 78 414
71 76 414
58 68 414
67 68 414
72 75 414
65 79 415
58 59 415
59 66 415
82 83 415
61 62 415
69 70 415
70 76 415
53 54 415
53 55 415
71 76 415
54 55 415
77 78 415
72 75 415
65 79 416
82 83 416
61 66 416
59 66 416
77 78 416
62 63 416
59 70 416
61 70 416
68 70 416
64 76 416
68 69 416
72 75 416
58 60 417
82 83 417
74 77 417
59 62 417
58 59 417
61 64 417
61 65 417
74 78 417
66 67 417
74 75 418
75 77 418
75 78 418
82 83 418
72 77 418
58 62 418
62 71 418
62 68 418
59 61 418
61 65 418
66 68 418
65 76 418
58 65 418
65 71 418
72 78 418
82 83 419
59 61 419
61 81 419
63 67 419
74 78 419
66 68 419
65 76 419
58 65 419
68 71 419
67 68 419
73 76 420
82 83 420
63 66 420
69 70 420
77 78 420
75 77 420
68 70 420
61 68 420
74 78 420
71 76 420
68 71 420
72 75 420
75 78 420
74 75 421
72 75 421
75 77 421
60 67 421
59 61 421
59 66 421
59 67 421
82 83 421
72 77 421
77 78 421
62 63 421
61 66 421
63 65 421
72 78 421
76 79 422
74 75 422
58 60 422
82 83 422
61 66 422
59 66 422
77 78 422
62 67 422
69 70 422
59 61 422
72 74 422
58 71 422
69 79 423
70 79 423
58 60 423
60 71 423
82 83 423
59 66 423
74 77 423
77 78 423
69 70 423
70 73 423
68 70 423
59 61 423
61 68 423
69 73 423
67 72 423
70 79 424
66 79 424
73 76 424
70 73 424
59 61 424
82 83 424
69 70 424
74 77 424
72 77 424
77 78 424
75 77 424
62 63 424
66 70 424
61 76 424
63 67 424
72 74 424
74 75 424
74 78 424
64 65 424
58 68 424
58 71 424
72 75 424
30 34 425
72 75 425
75 81 425
58 60 425
82 83 425
66 70 425
59 66 425
77 81 425
62 63 425
69 70 425
61 70 425
68 70 425
59 61 425
63 67 425
72 74 425
65 74 425
74 78 425
58 68 425
65 72 425
30 34 426
59 66 426
82 83 426
66 68 426
69 70 426
72 77 426
62 63 426
63 67 426
72 74 426
67 81 426
72 78 426
72 75 426
58 79 427
73 76 427
82 83 427
58 66 427
